file,status,before_kb,after_kb,reduction_pct,width,height,error,output_path
162_12.png,OK,74.1,19.8,73.3,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\162_12.webp
162_13.png,OK,71.8,17.6,75.4,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\162_13.webp
162_14.png,OK,72.5,18.9,73.9,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\162_14.webp
162_15.png,OK,72.3,18.2,74.8,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\162_15.webp
162_16.png,OK,72.7,18.4,74.8,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\162_16.webp
162_17.png,OK,72.7,19.2,73.6,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\162_17.webp
162_18.png,OK,70.7,17.3,75.5,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\162_18.webp
162_19.png,OK,71.8,18.3,74.5,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\162_19.webp
162_2.png,OK,73.6,18.9,74.3,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\162_2.webp
162_3.png,OK,73.5,18.7,74.6,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\162_3.webp
162_4.png,OK,72.2,18.3,74.7,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\162_4.webp
162_5.png,OK,72.4,18.4,74.5,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\162_5.webp
162_6.png,OK,72.9,18.6,74.5,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\162_6.webp
162_7.png,OK,73.4,18.4,74.9,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\162_7.webp
162_8.png,OK,72.2,18.5,74.4,512,512,,C:\Users\administrator\Desktop\sever\txData\Svtesst\resources\[tesst]\uz_AutoShot\shots\male\3\162_8.webp
